epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,5530.91,1.76395,1.79006,1.69298,0.52164,0.37451,0.37767,0.21062,1.54633,1.64938,1.66101,0.0011882,0.0011882,0.0011882
43,5651.85,1.74401,1.80135,1.69852,0.54108,0.37187,0.37475,0.21134,1.51066,1.66276,1.61535,0.0011684,0.0011684,0.0011684
44,5769.67,1.72951,1.80444,1.68226,0.51863,0.38159,0.38802,0.21973,1.48996,1.62316,1.61078,0.0011486,0.0011486,0.0011486
45,5886.62,1.6904,1.72278,1.64678,0.54943,0.37636,0.38376,0.22334,1.47413,1.61131,1.58423,0.0011288,0.0011288,0.0011288
46,6004.06,1.76429,1.76601,1.64506,0.5254,0.38533,0.38442,0.22083,1.48188,1.6331,1.60071,0.001109,0.001109,0.001109
47,6111.23,1.72376,1.72869,1.68316,0.50419,0.39731,0.39671,0.22766,1.48456,1.62032,1.59645,0.0010892,0.0010892,0.0010892
48,6216.83,1.6979,1.75057,1.63773,0.52965,0.40441,0.41388,0.23512,1.4796,1.59015,1.57333,0.0010694,0.0010694,0.0010694
49,6331.29,1.70552,1.72831,1.66341,0.52395,0.39993,0.41392,0.23615,1.46418,1.58902,1.59117,0.0010496,0.0010496,0.0010496
50,6444.13,1.73709,1.7391,1.68648,0.53053,0.40816,0.41597,0.24018,1.45982,1.54931,1.58473,0.0010298,0.0010298,0.0010298
51,6556.53,1.6973,1.7016,1.62703,0.56015,0.38571,0.40201,0.23693,1.44414,1.53495,1.58564,0.00101,0.00101,0.00101
52,6667.51,1.68955,1.68031,1.60542,0.53709,0.39731,0.41346,0.24219,1.43007,1.53806,1.56732,0.0009902,0.0009902,0.0009902
53,6778.67,1.67438,1.64424,1.58595,0.55129,0.4104,0.42,0.24648,1.42623,1.53333,1.56262,0.0009704,0.0009704,0.0009704
54,6881.95,1.69951,1.72391,1.64619,0.52839,0.41788,0.42162,0.2453,1.41663,1.52684,1.55351,0.0009506,0.0009506,0.0009506
55,6992.45,1.65716,1.69009,1.61161,0.52749,0.43476,0.42879,0.24775,1.39732,1.52998,1.5384,0.0009308,0.0009308,0.0009308
56,7124.28,1.61889,1.6614,1.58083,0.53427,0.43621,0.43541,0.25749,1.3761,1.49579,1.5148,0.000911,0.000911,0.000911
57,7235.27,1.62374,1.6485,1.58389,0.53585,0.43925,0.43792,0.25842,1.38678,1.49272,1.51484,0.0008912,0.0008912,0.0008912
58,7345.33,1.64611,1.63768,1.60225,0.54091,0.4321,0.44098,0.25976,1.36528,1.49786,1.53213,0.0008714,0.0008714,0.0008714
59,7455.12,1.6362,1.68491,1.66554,0.51998,0.43565,0.43326,0.26057,1.36053,1.48194,1.51544,0.0008516,0.0008516,0.0008516
60,7568.52,1.62555,1.61248,1.57656,0.51062,0.43434,0.43285,0.25693,1.37733,1.48353,1.54795,0.0008318,0.0008318,0.0008318
61,7679.23,1.61487,1.63365,1.60085,0.52999,0.42424,0.43228,0.25982,1.35912,1.47936,1.51551,0.000812,0.000812,0.000812
62,7785.71,1.65899,1.64247,1.60647,0.52918,0.41826,0.42619,0.25502,1.37385,1.49426,1.53023,0.0007922,0.0007922,0.0007922
63,7887.96,1.58854,1.59491,1.56574,0.53157,0.43599,0.45614,0.27259,1.35973,1.44993,1.49939,0.0007724,0.0007724,0.0007724
64,7992.84,1.60421,1.60108,1.56728,0.54575,0.43285,0.45639,0.2746,1.33474,1.43979,1.51543,0.0007526,0.0007526,0.0007526
65,8096.79,1.60739,1.62244,1.5756,0.5448,0.44632,0.46264,0.27884,1.33768,1.43216,1.49085,0.0007328,0.0007328,0.0007328
66,8204.95,1.56437,1.56114,1.56854,0.53588,0.43621,0.44768,0.26974,1.31758,1.46431,1.49901,0.000713,0.000713,0.000713
67,8308.32,1.60932,1.57854,1.59276,0.51877,0.44183,0.45518,0.27614,1.33164,1.4355,1.49982,0.0006932,0.0006932,0.0006932
68,8412.97,1.53146,1.54931,1.56584,0.5406,0.44632,0.46549,0.28516,1.31084,1.41337,1.4799,0.0006734,0.0006734,0.0006734
69,8514.35,1.54625,1.53708,1.54908,0.56304,0.44744,0.47684,0.29392,1.29723,1.38636,1.46839,0.0006536,0.0006536,0.0006536
70,8613.24,1.54721,1.51733,1.56492,0.53907,0.46053,0.47471,0.29256,1.3,1.38497,1.49042,0.0006338,0.0006338,0.0006338
71,8713.51,1.5868,1.55545,1.54426,0.55216,0.45455,0.47732,0.29412,1.30527,1.38394,1.47607,0.000614,0.000614,0.000614
72,8814.82,1.56926,1.59594,1.57595,0.54616,0.45118,0.47633,0.2972,1.28656,1.389,1.47128,0.0005942,0.0005942,0.0005942
73,8915.65,1.62129,1.66718,1.59931,0.55461,0.45829,0.48388,0.30217,1.27786,1.368,1.45571,0.0005744,0.0005744,0.0005744
74,9016.02,1.57886,1.56602,1.55026,0.55587,0.45342,0.48287,0.30245,1.26571,1.35798,1.4685,0.0005546,0.0005546,0.0005546
75,9115.58,1.58486,1.62104,1.58269,0.55467,0.46128,0.48477,0.30414,1.26066,1.35448,1.45392,0.0005348,0.0005348,0.0005348
76,9215.96,1.53483,1.53272,1.51724,0.55854,0.44332,0.48174,0.2969,1.27115,1.37563,1.45556,0.000515,0.000515,0.000515
77,9314.88,1.51028,1.51316,1.53189,0.55807,0.44833,0.4855,0.30221,1.26653,1.36487,1.45295,0.0004952,0.0004952,0.0004952
78,9414.4,1.49409,1.47599,1.49083,0.56548,0.45193,0.48783,0.30657,1.25519,1.33959,1.46022,0.0004754,0.0004754,0.0004754
79,9519.62,1.56073,1.55397,1.56052,0.57895,0.45114,0.49427,0.31288,1.24367,1.32963,1.44141,0.0004556,0.0004556,0.0004556
80,9619.81,1.50128,1.49575,1.53387,0.59323,0.44407,0.49117,0.31219,1.2378,1.34418,1.44767,0.0004358,0.0004358,0.0004358
81,9719.18,1.52826,1.53218,1.53168,0.59047,0.44931,0.49147,0.31205,1.23465,1.32732,1.44251,0.000416,0.000416,0.000416
82,9818.9,1.4781,1.48906,1.53408,0.5893,0.44968,0.49849,0.31711,1.22497,1.32102,1.42719,0.0003962,0.0003962,0.0003962
